InvoiceNo,CustomerID,Country,InvoiceDate,YearMonth,YearQuarter,NumLineItems,NumItems,NumUniqueProducts,InvoiceValue,AvgItemPrice,AvgCustomerAge,FamilySize,Profession,MaritalStatus,Education,DominantTimeOfDay,BasketValueBand
575335,12931,United Kingdom,2011-11-09T13:56:00Z,2011-11,2011-Q4,9,3684,7,4961.2,1.4955555555555555,38.55555555555556,4,Doctor,Widow,Postgrad,Afternoon,Very High Value
575336,14968,United Kingdom,2011-11-09T13:58:00Z,2011-11,2011-Q4,37,127,37,147.59,1.9402702702702703,40.648648648648646,5,Doctor,Married,Postgrad,Afternoon,Medium Value
575337,17867,United Kingdom,2011-11-09T14:11:00Z,2011-11,2011-Q4,69,155,53,219.63,1.83,43.405797101449274,5,Pharmacist,Married,Postgrad,Afternoon,Medium Value
575338,17867,United Kingdom,2011-11-09T14:15:00Z,2011-11,2011-Q4,1,1,1,14.95,14.95,37,5,Doctor,Married,Postgrad,Afternoon,Low Value
575339,15555,United Kingdom,2011-11-09T14:29:00Z,2011-11,2011-Q4,27,94,27,312.12,4.921111111111111,41.03703703703704,3,Doctor,Married,Postgrad,Afternoon,High Value
575340,15485,United Kingdom,2011-11-09T14:31:00Z,2011-11,2011-Q4,43,703,43,1296.3700000000001,2.7941860465116277,40.55813953488372,5,Pharmacist,Married,Postgrad,Afternoon,Very High Value
575342,17528,United Kingdom,2011-11-09T14:44:00Z,2011-11,2011-Q4,15,103,15,373.27,5.544,42.733333333333334,5,Doctor,Widow,Postgrad,Afternoon,High Value
575352,12504,Germany,2011-11-09T14:56:00Z,2011-11,2011-Q4,6,87,6,449.4,8.075,41.333333333333336,3,Doctor,Married,Postgrad,Afternoon,High Value
575356,13882,United Kingdom,2011-11-09T14:58:00Z,2011-11,2011-Q4,2,10,2,49.5,4.95,47,4,Doctor,Widow,Postgrad,Afternoon,Low Value
575360,16516,United Kingdom,2011-11-09T14:59:00Z,2011-11,2011-Q4,6,58,6,101.7,2.1166666666666667,42,4,Unknown,Single,Postgrad,Afternoon,Medium Value
575366,14621,United Kingdom,2011-11-09T15:02:00Z,2011-11,2011-Q4,29,329,29,482.59000000000003,3.4058620689655172,43.48275862068966,4,Pharmacist,Married,Postgrad,Afternoon,High Value
575367,15114,United Kingdom,2011-11-09T15:05:00Z,2011-11,2011-Q4,35,564,35,508.28,1.1928571428571428,43.4,5,Doctor,Widow,Postgrad,Afternoon,High Value
575368,14482,United Kingdom,2011-11-09T15:07:00Z,2011-11,2011-Q4,59,110,52,249.72,3.152542372881356,42.08474576271186,4,Unknown,Divorced,Undergrad,Afternoon,Medium Value
575369,16655,United Kingdom,2011-11-09T15:09:00Z,2011-11,2011-Q4,22,364,22,613.6800000000001,1.7295454545454545,41.13636363636363,3,Pharmacist,Married,Postgrad,Afternoon,High Value
575370,13522,United Kingdom,2011-11-09T15:11:00Z,2011-11,2011-Q4,5,44,5,125.80000000000001,3.27,42.2,3,Doctor,Widow,Postgrad,Afternoon,Medium Value
575371,14132,United Kingdom,2011-11-09T15:11:00Z,2011-11,2011-Q4,11,340,11,305.6,1.0545454545454545,44.18181818181818,3,Doctor,Widow,Postgrad,Afternoon,High Value
575383,15986,United Kingdom,2011-11-09T15:17:00Z,2011-11,2011-Q4,14,268,14,168.12,0.8971428571428571,38.357142857142854,3,Doctor,Widow,Postgrad,Afternoon,Medium Value
575384,17690,United Kingdom,2011-11-09T15:17:00Z,2011-11,2011-Q4,21,181,21,504.53000000000003,3.2080952380952383,42.19047619047619,4,Doctor,Widow,Postgrad,Afternoon,High Value
575387,13992,United Kingdom,2011-11-09T15:23:00Z,2011-11,2011-Q4,5,64,5,76.8,1.17,48.6,3,Doctor,Widow,Postgrad,Afternoon,Low Value
575388,12971,United Kingdom,2011-11-09T15:30:00Z,2011-11,2011-Q4,2,156,2,188.04000000000002,2.005,43.5,2,Unknown,Divorced,Postgrad,Afternoon,Medium Value
575389,12971,United Kingdom,2011-11-09T15:31:00Z,2011-11,2011-Q4,7,101,7,97.63,2.0028571428571427,39.142857142857146,3,Pharmacist,Married,Postgrad,Afternoon,Low Value
575390,12971,United Kingdom,2011-11-09T15:31:00Z,2011-11,2011-Q4,5,60,5,55.31999999999999,0.9219999999999999,41.6,3,Pharmacist,Widow,Postgrad,Afternoon,Low Value
575391,14354,United Kingdom,2011-11-09T15:36:00Z,2011-11,2011-Q4,6,90,6,87.78,1.2583333333333333,44.333333333333336,1,Unknown,Single,Postgrad,Afternoon,Low Value
575392,14234,United Kingdom,2011-11-09T15:42:00Z,2011-11,2011-Q4,15,215,15,209.48,1.2986666666666666,39.06666666666667,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
575410,17705,United Kingdom,2011-11-09T15:50:00Z,2011-11,2011-Q4,17,172,17,413.6,3.235294117647059,42.588235294117645,4,Unknown,Married,Postgrad,Afternoon,High Value
575415,16168,United Kingdom,2011-11-09T15:51:00Z,2011-11,2011-Q4,1,50,1,207.50000000000003,4.15,50,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
575418,16986,United Kingdom,2011-11-09T15:52:00Z,2011-11,2011-Q4,2,40,2,83.2,2.08,37.5,3,Unknown,Single,Undergrad,Afternoon,Low Value
575433,16953,United Kingdom,2011-11-09T15:54:00Z,2011-11,2011-Q4,1,10,1,20.8,2.08,39,3,Unknown,Single,Undergrad,Afternoon,Low Value
575475,17702,United Kingdom,2011-11-09T16:03:00Z,2011-11,2011-Q4,19,302,19,485.6,1.8042105263157895,39.89473684210526,3,Doctor,Widow,Postgrad,Afternoon,High Value
575476,15046,United Kingdom,2011-11-09T16:10:00Z,2011-11,2011-Q4,9,469,8,453.23,1.0477777777777777,39,3,Consultant,Married,Postgrad,Afternoon,High Value
575480,15594,United Kingdom,2011-11-09T16:26:00Z,2011-11,2011-Q4,8,53,8,182.55,4.8625,38.25,2,Engineer,Single,Postgrad,Afternoon,Medium Value
575481,15679,United Kingdom,2011-11-09T16:28:00Z,2011-11,2011-Q4,84,682,84,474.4,1.1465476190476191,39.392857142857146,2,Engineer,Divorced,Postgrad,Afternoon,High Value
575482,15916,United Kingdom,2011-11-09T16:33:00Z,2011-11,2011-Q4,42,181,38,372.28000000000003,3.7342857142857144,42.523809523809526,4,Pharmacist,Married,Postgrad,Afternoon,High Value
575483,16996,United Kingdom,2011-11-09T16:43:00Z,2011-11,2011-Q4,11,154,11,415.18,3.099090909090909,39.90909090909091,3,Pharmacist,Married,Postgrad,Afternoon,High Value
575484,16670,United Kingdom,2011-11-09T17:02:00Z,2011-11,2011-Q4,26,199,26,484.15,4.721923076923077,41.11538461538461,3,Doctor,Married,Postgrad,Evening,High Value
575485,18274,United Kingdom,2011-11-09T17:03:00Z,2011-11,2011-Q4,11,88,11,175.92,3.671818181818182,42.18181818181818,2,Unknown,Married,Postgrad,Evening,Medium Value
575486,14911,Eire,2011-11-09T17:07:00Z,2011-11,2011-Q4,21,580,21,826.0400000000001,2.0571428571428574,42.61904761904762,5,Pharmacist,Married,Postgrad,Evening,High Value
575487,15450,United Kingdom,2011-11-09T17:11:00Z,2011-11,2011-Q4,30,376,30,429.84,2.1726666666666667,40.63333333333333,5,Doctor,Widow,Postgrad,Evening,High Value
575490,15031,United Kingdom,2011-11-09T17:44:00Z,2011-11,2011-Q4,35,230,35,230.82,2.102,45.94285714285714,5,Pharmacist,Married,Postgrad,Evening,Medium Value
575491,15531,United Kingdom,2011-11-09T17:47:00Z,2011-11,2011-Q4,189,840,175,1522.31,3.074656084656085,41.48148148148148,5,Doctor,Married,Postgrad,Evening,Very High Value
575492,18236,United Kingdom,2011-11-10T08:06:00Z,2011-11,2011-Q4,6,64,6,108.5,2.3583333333333334,50.166666666666664,3,Unknown,Single,Postgrad,Morning,Medium Value
575493,18210,United Kingdom,2011-11-10T08:39:00Z,2011-11,2011-Q4,15,271,15,321.37,2.7680000000000002,45.46666666666667,5,Doctor,Widow,Postgrad,Morning,High Value
575494,17500,United Kingdom,2011-11-10T09:08:00Z,2011-11,2011-Q4,3,7,3,288,33.833333333333336,43.333333333333336,3,Pharmacist,Married,Postgrad,Morning,Medium Value
575495,14944,United Kingdom,2011-11-10T09:09:00Z,2011-11,2011-Q4,12,266,12,754.6600000000001,3.169166666666667,40.583333333333336,3,Doctor,Married,Postgrad,Morning,High Value
575496,14944,United Kingdom,2011-11-10T09:09:00Z,2011-11,2011-Q4,3,72,3,188.4,2.6166666666666667,33.666666666666664,4,Pharmacist,Married,Postgrad,Morning,Medium Value
575497,14944,United Kingdom,2011-11-10T09:10:00Z,2011-11,2011-Q4,1,12,1,34.68,2.89,31,5,Doctor,Widow,Postgrad,Morning,Low Value
575498,12708,Germany,2011-11-10T09:52:00Z,2011-11,2011-Q4,2,13,2,33,9.625,31,3,Freelancer,Single,Undergrad,Morning,Low Value
575499,16003,United Kingdom,2011-11-10T09:56:00Z,2011-11,2011-Q4,17,262,17,525.92,2.4288235294117646,40.76470588235294,5,Doctor,Married,Postgrad,Morning,High Value
575500,16003,United Kingdom,2011-11-10T09:57:00Z,2011-11,2011-Q4,28,328,28,415.55,1.7778571428571428,43.285714285714285,5,Pharmacist,Widow,Postgrad,Morning,High Value
575501,16218,United Kingdom,2011-11-10T09:59:00Z,2011-11,2011-Q4,12,336,12,449.2,1.5558333333333332,36,5,Doctor,Widow,Postgrad,Morning,High Value
575502,16700,United Kingdom,2011-11-10T10:10:00Z,2011-11,2011-Q4,21,264,21,369.12,2.0495238095238095,44.23809523809524,5,Doctor,Widow,Postgrad,Morning,High Value
575504,14895,United Kingdom,2011-11-10T10:29:00Z,2011-11,2011-Q4,34,305,34,770.92,4.681176470588235,41.26470588235294,3,Pharmacist,Married,Postgrad,Morning,High Value
575507,17197,United Kingdom,2011-11-10T10:32:00Z,2011-11,2011-Q4,29,191,29,1013.01,5.508965517241379,41.89655172413793,5,Pharmacist,Widow,Postgrad,Morning,Very High Value
575508,14646,Netherlands,2011-11-10T10:32:00Z,2011-11,2011-Q4,53,6712,53,8111.2,2.0141509433962264,42.45283018867924,4,Doctor,Married,Postgrad,Morning,Very High Value
575509,17101,United Kingdom,2011-11-10T10:32:00Z,2011-11,2011-Q4,8,256,8,471,2.49125,41.125,3,Doctor,Widow,Postgrad,Morning,High Value
575510,14646,Netherlands,2011-11-10T10:33:00Z,2011-11,2011-Q4,10,1040,10,1549.12,4.4079999999999995,45.2,4,Pharmacist,Married,Postgrad,Morning,Very High Value
575512,14121,United Kingdom,2011-11-10T10:36:00Z,2011-11,2011-Q4,68,786,68,1247.41,3.028970588235294,42.80882352941177,1,Unknown,Divorced,Postgrad,Morning,Very High Value
575514,12541,Spain,2011-11-10T10:40:00Z,2011-11,2011-Q4,24,261,24,445.04,3.6725,42.958333333333336,3,Pharmacist,Widow,Postgrad,Morning,High Value
575515,17315,United Kingdom,2011-11-10T10:41:00Z,2011-11,2011-Q4,9,159,9,420.74999999999994,2.672222222222222,43.22222222222222,3,Doctor,Widow,Postgrad,Morning,High Value
575516,17340,United Kingdom,2011-11-10T10:45:00Z,2011-11,2011-Q4,116,1690,116,3893.79,3.8729310344827588,41.85344827586207,3,Doctor,Widow,Postgrad,Morning,Very High Value
575517,14562,United Kingdom,2011-11-10T10:49:00Z,2011-11,2011-Q4,31,122,29,372.42,3.9935483870967743,41.29032258064516,3,Doctor,Widow,Postgrad,Morning,High Value
575519,12682,France,2011-11-10T10:53:00Z,2011-11,2011-Q4,15,185,14,319.23,3.3306666666666667,43.8,5,Pharmacist,Widow,Postgrad,Morning,High Value
575520,17537,United Kingdom,2011-11-10T10:56:00Z,2011-11,2011-Q4,14,330,14,266.92,1.2678571428571428,41.5,4,Doctor,Widow,Postgrad,Morning,Medium Value
575525,13983,United Kingdom,2011-11-10T11:06:00Z,2011-11,2011-Q4,1,72,1,128.88,1.79,31,3,Pharmacist,Married,Postgrad,Morning,Medium Value
575563,17521,United Kingdom,2011-11-10T11:22:00Z,2011-11,2011-Q4,14,186,14,225.46,1.762857142857143,39.92857142857143,3,Pharmacist,Married,Postgrad,Morning,Medium Value
575574,14606,United Kingdom,2011-11-10T11:37:00Z,2011-11,2011-Q4,29,63,28,111.39,1.7320689655172414,42.310344827586206,5,Pharmacist,Married,Postgrad,Morning,Medium Value
575576,16025,United Kingdom,2011-11-10T11:45:00Z,2011-11,2011-Q4,28,338,28,439.65999999999997,1.9764285714285714,41.642857142857146,4,Pharmacist,Widow,Postgrad,Morning,High Value
575579,13081,United Kingdom,2011-11-10T11:49:00Z,2011-11,2011-Q4,1,100,1,72,0.72,39,3,Doctor,Married,Postgrad,Morning,Low Value
575581,12659,France,2011-11-10T11:53:00Z,2011-11,2011-Q4,5,105,5,91.68,5.308,45.8,5,Pharmacist,Widow,Postgrad,Morning,Low Value
575582,16986,United Kingdom,2011-11-10T11:55:00Z,2011-11,2011-Q4,1,1000,1,1790,1.79,70,3,Unknown,Married,Postgrad,Morning,Very High Value
575583,14456,United Kingdom,2011-11-10T11:55:00Z,2011-11,2011-Q4,86,181,75,263.11,1.7890697674418605,43.25581395348837,1,Designer,Single,Undergrad,Morning,Medium Value
575584,12682,France,2011-11-10T11:55:00Z,2011-11,2011-Q4,13,101,13,245.4,4.013846153846154,37.84615384615385,5,Doctor,Married,Postgrad,Morning,Medium Value
575586,12981,United Kingdom,2011-11-10T12:00:00Z,2011-11,2011-Q4,9,108,9,185.04,1.728888888888889,41.888888888888886,4,Pharmacist,Married,Postgrad,Afternoon,Medium Value
575587,17461,United Kingdom,2011-11-10T12:01:00Z,2011-11,2011-Q4,47,435,47,382.56,2.1006382978723406,37.276595744680854,4,Pharmacist,Married,Postgrad,Afternoon,High Value
575589,14262,United Kingdom,2011-11-10T12:05:00Z,2011-11,2011-Q4,27,274,27,514.16,2.117777777777778,43.407407407407405,5,Pharmacist,Married,Postgrad,Afternoon,High Value
575591,17791,United Kingdom,2011-11-10T12:09:00Z,2011-11,2011-Q4,10,46,10,106.1,2.77,38.6,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
575593,14226,United Kingdom,2011-11-10T12:12:00Z,2011-11,2011-Q4,12,133,12,320.07,4.373333333333333,43.25,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
575595,15452,United Kingdom,2011-11-10T12:13:00Z,2011-11,2011-Q4,6,60,6,125.4,2.2333333333333334,37.5,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
575602,17059,United Kingdom,2011-11-10T12:27:00Z,2011-11,2011-Q4,147,572,146,844.94,2.705714285714286,39.95238095238095,5,Doctor,Widow,Postgrad,Afternoon,High Value
575603,18125,United Kingdom,2011-11-10T12:29:00Z,2011-11,2011-Q4,24,109,24,197.85,2.2125,43.125,3,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
575604,16011,United Kingdom,2011-11-10T12:32:00Z,2011-11,2011-Q4,7,120,7,256.2,2.1357142857142857,45.857142857142854,3,Doctor,Married,Postgrad,Afternoon,Medium Value
575605,17188,United Kingdom,2011-11-10T12:35:00Z,2011-11,2011-Q4,15,217,15,350.02,2.521333333333333,43.93333333333333,3,Business,Divorced,Undergrad,Afternoon,High Value
575607,14096,United Kingdom,2011-11-10T12:37:00Z,2011-11,2011-Q4,377,1014,375,4358,6.477135278514589,41.47214854111406,3,Pharmacist,Married,Postgrad,Afternoon,Very High Value
575609,17243,United Kingdom,2011-11-10T12:40:00Z,2011-11,2011-Q4,22,268,21,448.5,3.3686363636363637,42.18181818181818,4,Doctor,Married,Postgrad,Afternoon,High Value
575610,16628,United Kingdom,2011-11-10T12:45:00Z,2011-11,2011-Q4,30,361,30,568.21,2.366,40.666666666666664,4,Doctor,Married,Postgrad,Afternoon,High Value
575611,17861,United Kingdom,2011-11-10T12:46:00Z,2011-11,2011-Q4,11,260,11,113.5,0.45909090909090905,41,3,Doctor,Married,Postgrad,Afternoon,Medium Value
575612,17416,United Kingdom,2011-11-10T12:47:00Z,2011-11,2011-Q4,52,699,52,1014.61,2.082115384615385,41.11538461538461,4,Pharmacist,Married,Postgrad,Afternoon,Very High Value
575618,15463,United Kingdom,2011-11-10T12:57:00Z,2011-11,2011-Q4,7,106,7,126.14,1.8557142857142856,40.857142857142854,5,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
575619,14712,United Kingdom,2011-11-10T12:59:00Z,2011-11,2011-Q4,5,120,5,495.6,4.13,36,5,Doctor,Widow,Postgrad,Afternoon,High Value
575620,17573,United Kingdom,2011-11-10T13:01:00Z,2011-11,2011-Q4,13,125,13,198.39000000000001,2.5976923076923075,40.61538461538461,4,Doctor,Married,Postgrad,Afternoon,Medium Value
575621,16892,United Kingdom,2011-11-10T13:03:00Z,2011-11,2011-Q4,18,54,17,137.04,4.653333333333333,41.05555555555556,1,Unknown,Married,Postgrad,Afternoon,Medium Value
575622,16743,United Kingdom,2011-11-10T13:13:00Z,2011-11,2011-Q4,24,369,24,352.23,1.1683333333333332,44.333333333333336,5,Doctor,Widow,Postgrad,Afternoon,High Value
575623,14064,United Kingdom,2011-11-10T13:14:00Z,2011-11,2011-Q4,22,275,18,256.06,1.4768181818181818,42.77272727272727,4,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
575624,18217,United Kingdom,2011-11-10T13:18:00Z,2011-11,2011-Q4,12,223,12,303.85,2.3083333333333336,41.25,3,Pharmacist,Widow,Postgrad,Afternoon,High Value
575627,17977,United Kingdom,2011-11-10T13:28:00Z,2011-11,2011-Q4,21,342,19,288.14,3.2476190476190476,42.285714285714285,5,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
575628,12844,United Kingdom,2011-11-10T13:31:00Z,2011-11,2011-Q4,24,48,23,151.08,2.9383333333333335,43.958333333333336,5,Doctor,Widow,Postgrad,Afternoon,Medium Value
575629,12599,France,2011-11-10T13:34:00Z,2011-11,2011-Q4,14,207,14,175.54,2.1757142857142857,40.357142857142854,4,Consultant,Married,Postgrad,Afternoon,Medium Value
575631,15184,United Kingdom,2011-11-10T13:41:00Z,2011-11,2011-Q4,43,150,42,171.53,2.181395348837209,42.651162790697676,2,Engineer,Married,Postgrad,Afternoon,Medium Value
575632,12473,Germany,2011-11-10T13:44:00Z,2011-11,2011-Q4,3,3,1,1013.86,337.9533333333333,46,4,Business,Married,Postgrad,Afternoon,Very High Value
575633,15355,United Kingdom,2011-11-10T13:44:00Z,2011-11,2011-Q4,6,24,6,150.8,6.283333333333333,36.666666666666664,2,Business,Married,Postgrad,Afternoon,Medium Value
575634,13266,United Kingdom,2011-11-10T13:44:00Z,2011-11,2011-Q4,18,412,18,301.06,1.7372222222222222,43.666666666666664,5,Doctor,Widow,Postgrad,Afternoon,High Value
575636,12473,Germany,2011-11-10T13:46:00Z,2011-11,2011-Q4,1,1,1,40.46,40.46,36,3,Business,Married,Postgrad,Afternoon,Low Value
575637,16904,United Kingdom,2011-11-10T13:46:00Z,2011-11,2011-Q4,60,143,60,356.18,2.714166666666667,43.65,5,Pharmacist,Married,Postgrad,Afternoon,High Value
575639,15289,United Kingdom,2011-11-10T13:49:00Z,2011-11,2011-Q4,10,240,10,241.8,1.2690000000000001,50.9,5,Doctor,Married,Postgrad,Afternoon,Medium Value
575640,13148,United Kingdom,2011-11-10T14:01:00Z,2011-11,2011-Q4,32,110,31,240.16,2.9521875,42.625,5,Doctor,Married,Postgrad,Afternoon,Medium Value
575642,14466,United Kingdom,2011-11-10T14:07:00Z,2011-11,2011-Q4,14,177,14,486.75,3.7,43,5,Pharmacist,Married,Postgrad,Afternoon,High Value
575643,13267,United Kingdom,2011-11-10T14:09:00Z,2011-11,2011-Q4,16,184,16,384.88,2.9775,44.3125,4,Doctor,Married,Postgrad,Afternoon,High Value
575647,16440,United Kingdom,2011-11-10T14:16:00Z,2011-11,2011-Q4,46,392,45,856.41,2.2069565217391305,42.71739130434783,5,Pharmacist,Married,Postgrad,Afternoon,High Value
575652,12748,United Kingdom,2011-11-10T14:28:00Z,2011-11,2011-Q4,8,43,8,469.65,9.9,40.375,3,Unknown,Single,Postgrad,Afternoon,High Value
575654,15238,United Kingdom,2011-11-10T14:28:00Z,2011-11,2011-Q4,13,115,13,299.21000000000004,4.033076923076924,39.53846153846154,3,Teacher,Married,Undergrad,Afternoon,Medium Value
575655,16434,United Kingdom,2011-11-10T14:28:00Z,2011-11,2011-Q4,19,61,18,185.18,4.262631578947368,41.36842105263158,4,Unknown,Divorced,Undergrad,Afternoon,Medium Value
575656,13319,United Kingdom,2011-11-10T14:29:00Z,2011-11,2011-Q4,47,777,47,1855.99,3.23,43.40425531914894,3,Doctor,Widow,Postgrad,Afternoon,Very High Value
575657,13319,United Kingdom,2011-11-10T14:30:00Z,2011-11,2011-Q4,5,58,5,112.03999999999999,1.908,45.6,4,Pharmacist,Married,Postgrad,Afternoon,Medium Value
575658,13319,United Kingdom,2011-11-10T14:31:00Z,2011-11,2011-Q4,1,12,1,24.96,2.08,40,5,Pharmacist,Widow,Postgrad,Afternoon,Low Value
575659,13576,United Kingdom,2011-11-10T14:35:00Z,2011-11,2011-Q4,10,236,10,543.36,2.842,36.3,3,Pharmacist,Married,Postgrad,Afternoon,High Value
575660,15297,United Kingdom,2011-11-10T14:38:00Z,2011-11,2011-Q4,9,76,9,149.8,2.5300000000000002,46.77777777777778,3,Doctor,Widow,Postgrad,Afternoon,Medium Value
575661,12617,France,2011-11-10T14:39:00Z,2011-11,2011-Q4,42,213,39,355.53,1.903095238095238,44.88095238095238,5,Doctor,Married,Postgrad,Afternoon,High Value
575668,18283,United Kingdom,2011-11-10T14:59:00Z,2011-11,2011-Q4,59,64,56,112.35,1.7576271186440677,40.47457627118644,3,Doctor,Widow,Postgrad,Afternoon,Medium Value
575671,12670,France,2011-11-10T15:03:00Z,2011-11,2011-Q4,20,333,20,665.46,3.226,41.45,4,Doctor,Widow,Postgrad,Afternoon,High Value
575673,14863,United Kingdom,2011-11-10T15:04:00Z,2011-11,2011-Q4,11,132,11,266.76,2.020909090909091,39.18181818181818,5,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
575674,13468,United Kingdom,2011-11-10T15:06:00Z,2011-11,2011-Q4,7,54,7,125.38,4.462857142857143,45.142857142857146,3,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
575675,18283,United Kingdom,2011-11-10T15:07:00Z,2011-11,2011-Q4,1,1,1,1.95,1.95,50,3,Doctor,Married,Postgrad,Afternoon,Low Value
575676,13499,United Kingdom,2011-11-10T15:09:00Z,2011-11,2011-Q4,8,578,8,323.62,2.19375,46.625,3,Pharmacist,Married,Postgrad,Afternoon,High Value
575678,16169,United Kingdom,2011-11-10T15:23:00Z,2011-11,2011-Q4,29,449,29,579.15,2.5044827586206897,41.758620689655174,3,Doctor,Widow,Postgrad,Afternoon,High Value
575680,13148,United Kingdom,2011-11-10T15:23:00Z,2011-11,2011-Q4,41,485,41,677.09,2.705121951219512,43.53658536585366,3,Pharmacist,Widow,Postgrad,Afternoon,High Value
575681,16903,United Kingdom,2011-11-10T15:32:00Z,2011-11,2011-Q4,60,262,50,373.24,2.3445,42.516666666666666,5,Doctor,Married,Postgrad,Afternoon,High Value
575682,12826,United Kingdom,2011-11-10T15:37:00Z,2011-11,2011-Q4,15,141,15,279.5,2.618666666666667,39.266666666666666,3,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
575683,17389,United Kingdom,2011-11-10T15:51:00Z,2011-11,2011-Q4,18,954,18,3782.52,4.723333333333334,42.833333333333336,5,Pharmacist,Widow,Postgrad,Afternoon,Very High Value
575684,14397,United Kingdom,2011-11-10T15:57:00Z,2011-11,2011-Q4,6,266,6,300.38,1.7616666666666667,47.333333333333336,5,Doctor,Married,Postgrad,Afternoon,High Value
575685,15694,United Kingdom,2011-11-10T15:57:00Z,2011-11,2011-Q4,9,162,9,600.18,3.703333333333333,40.22222222222222,4,Doctor,Married,Postgrad,Afternoon,High Value
575686,17716,United Kingdom,2011-11-10T15:59:00Z,2011-11,2011-Q4,13,174,13,347.68,1.9776923076923076,44.53846153846154,5,Pharmacist,Married,Postgrad,Afternoon,High Value
575687,16126,United Kingdom,2011-11-10T16:03:00Z,2011-11,2011-Q4,44,1041,44,2581.07,3.277045454545455,40.63636363636363,3,Pharmacist,Married,Postgrad,Afternoon,Very High Value
575688,18230,United Kingdom,2011-11-10T16:15:00Z,2011-11,2011-Q4,11,154,11,343.8,1.9027272727272728,43.18181818181818,4,Doctor,Widow,Postgrad,Afternoon,High Value
575689,14829,United Kingdom,2011-11-10T16:16:00Z,2011-11,2011-Q4,8,88,8,165.92,2.74625,44.125,5,Doctor,Married,Postgrad,Afternoon,Medium Value
575690,14189,United Kingdom,2011-11-10T16:20:00Z,2011-11,2011-Q4,19,208,19,314.66,1.8273684210526315,43,3,Doctor,Married,Postgrad,Afternoon,High Value
575691,14180,United Kingdom,2011-11-10T16:21:00Z,2011-11,2011-Q4,9,34,9,179.55,8.566666666666666,45.111111111111114,3,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
575692,12508,France,2011-11-10T16:27:00Z,2011-11,2011-Q4,52,203,47,275.19,1.6240384615384615,41.28846153846154,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
575693,16979,United Kingdom,2011-11-10T16:36:00Z,2011-11,2011-Q4,12,174,12,302.64,3.9466666666666668,38,5,Pharmacist,Widow,Postgrad,Afternoon,High Value
575694,12748,United Kingdom,2011-11-10T16:38:00Z,2011-11,2011-Q4,46,129,44,171.85,2.1284782608695654,41.78260869565217,4,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
575695,17502,United Kingdom,2011-11-10T16:39:00Z,2011-11,2011-Q4,11,94,11,226.60000000000002,3.2636363636363637,42.09090909090909,3,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
575697,16094,United Kingdom,2011-11-10T16:51:00Z,2011-11,2011-Q4,6,60,6,77.64,1.64,45.5,5,Doctor,Married,Postgrad,Afternoon,Low Value
575698,16094,United Kingdom,2011-11-10T16:51:00Z,2011-11,2011-Q4,28,314,28,431.56,3.0275,41,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
575700,15111,United Kingdom,2011-11-10T16:58:00Z,2011-11,2011-Q4,16,148,16,329.68,3.51375,40.625,5,Doctor,Widow,Postgrad,Afternoon,High Value
575701,13396,United Kingdom,2011-11-10T16:59:00Z,2011-11,2011-Q4,28,461,28,973.72,3.9282142857142857,41.92857142857143,3,Consultant,Single,Undergrad,Afternoon,High Value
575702,17109,United Kingdom,2011-11-10T16:59:00Z,2011-11,2011-Q4,5,92,5,108.86,1.498,44.8,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
575703,13767,United Kingdom,2011-11-10T16:59:00Z,2011-11,2011-Q4,11,902,11,1735.3000000000002,2.9954545454545456,41.54545454545455,4,Doctor,Widow,Postgrad,Afternoon,Very High Value
575705,15159,United Kingdom,2011-11-10T17:06:00Z,2011-11,2011-Q4,27,392,27,826.7,4.235185185185185,41.851851851851855,4,Doctor,Married,Postgrad,Evening,High Value
575706,14713,United Kingdom,2011-11-10T17:13:00Z,2011-11,2011-Q4,50,250,49,365,2.0732,44.24,5,Doctor,Widow,Postgrad,Evening,High Value
575707,12538,Spain,2011-11-10T17:16:00Z,2011-11,2011-Q4,21,191,21,363.95,3.6433333333333335,41.95238095238095,3,Doctor,Married,Postgrad,Evening,High Value
575708,13460,United Kingdom,2011-11-10T17:17:00Z,2011-11,2011-Q4,6,89,6,75.98,1.89,41.5,5,Pharmacist,Widow,Postgrad,Evening,Low Value
575709,14646,Netherlands,2011-11-10T17:27:00Z,2011-11,2011-Q4,2,34,2,162.8,9.575,36.5,5,Pharmacist,Married,Postgrad,Evening,Medium Value
